,Time,CellName,PRBUsageUL,PRBUsageDL,meanThr_DL,meanThr_UL,maxThr_DL,maxThr_UL,meanUE_DL,meanUE_UL,maxUE_DL,maxUE_UL,maxUE_UL+DL,Unusual
15505,22:15,7ALTE,0.505,1.314,0.325,0.042,34.717,0.484,1.192,0.01,4.0,2.0,6,0
2241,19:45,7VLTE,0.796,1.493,0.137,0.026,4.542,1.9,1.065,0.01,3.0,3.0,6,1
29702,5:00,1CLTE,12.934,1.112,0.277,0.034,15.588,0.855,1.112,1.031,5.0,3.0,8,0
5532,8:30,7BLTE,0.303,1.112,0.288,0.038,33.643,0.764,1.243,0.01,5.0,3.0,8,0
30585,11:15,9ALTE,19.2,2.021,0.783,0.082,16.384,0.976,1.253,1.122,5.0,4.0,9,0
5998,1:45,6ULTE,0.505,2.425,0.645,0.033,17.964,0.475,1.091,0.01,3.0,2.0,5,0
30359,4:45,10CLTE,1.095,0.398,0.016,0.007,0.264,0.098,1.005,0.995,2.0,1.0,3,1
28746,6:00,3ALTE,4.345,2.122,1.613,0.045,17.946,0.714,1.041,1.021,3.0,2.0,5,0
13043,3:30,4CLTE,5.255,0.606,0.136,0.019,3.489,0.546,1.061,1.031,3.0,2.0,5,0
34722,0:15,9ALTE,0.909,0.505,0.105,0.019,3.189,0.254,1.021,1.011,2.0,1.0,3,0
31807,8:30,10CLTE,1.294,0.398,0.016,0.009,0.731,0.109,0.995,0.995,2.0,1.0,3,1
3242,11:30,6ALTE,4.08,0.796,0.292,0.052,18.252,13.866,1.045,0.01,3.0,2.0,5,1
4864,21:15,1CLTE,34.963,8.791,1.443,0.177,11.469,0.823,2.294,1.92,10.0,8.0,18,0
36488,13:15,3ALTE,0.0,0.0,2.886,0.213,31.452,1.799,1.92,1.496,9.0,7.0,16,0
27431,8:00,4BLTE,9.055,0.697,0.074,0.015,3.9,0.323,1.104,1.005,4.0,2.0,6,1
19300,12:15,8CLTE,10.408,2.223,0.575,0.039,29.372,0.986,1.162,1.091,5.0,3.0,8,0
7812,13:30,1CLTE,20.199,2.09,0.547,0.07,36.666,0.574,1.323,1.124,6.0,5.0,11,1
28071,2:45,8BLTE,4.85,1.415,0.613,0.04,11.96,0.612,1.101,1.021,4.0,2.0,6,0
19548,2:30,10ALTE,6.164,2.223,0.461,0.035,23.846,0.918,1.041,1.031,3.0,2.0,5,0
28459,8:00,5BLTE,12.53,0.909,0.154,0.027,18.231,0.552,1.091,1.031,4.0,3.0,7,0
177,18:15,9BLTE,6.265,0.505,0.086,0.018,6.226,0.403,1.041,1.031,3.0,3.0,6,0
25187,2:15,5CLTE,3.98,0.498,0.074,0.012,15.074,0.273,1.035,0.995,3.0,2.0,5,1
34050,19:15,3ALTE,20.412,2.829,0.488,1.171,6.06,3.252,2.102,2.021,7.0,7.0,14,0
5047,18:15,7ALTE,0.909,1.718,0.298,0.056,8.097,1.149,1.202,0.01,5.0,3.0,8,0
23588,16:15,10BLTE,3.383,0.697,0.272,0.025,26.25,0.822,1.045,1.005,3.0,2.0,5,1
14252,16:15,10BLTE,8.993,0.808,0.136,0.031,4.802,0.42,1.122,1.031,4.0,3.0,7,0
31626,23:30,8BLTE,7.074,1.011,0.267,0.034,13.462,0.625,1.112,1.021,4.0,3.0,7,0
11200,18:15,7VLTE,3.436,5.356,0.487,0.085,8.125,1.056,1.405,0.01,7.0,4.0,11,0
14369,5:00,10CLTE,1.393,0.498,0.057,0.019,1.926,0.158,1.015,1.005,2.0,2.0,4,1
14808,16:30,3CLTE,7.662,1.493,0.552,0.045,36.806,0.544,1.104,1.015,4.0,3.0,7,1
5091,21:00,3BLTE,12.736,2.09,0.612,0.07,19.044,1.644,1.214,1.045,5.0,3.0,8,1
4906,13:00,1CLTE,27.96,6.866,2.303,0.166,22.087,2.147,1.721,1.393,9.0,6.0,15,1
7377,15:00,5BLTE,27.081,6.366,2.003,0.152,46.95,2.147,1.698,1.425,7.0,6.0,13,0
7023,12:15,8BLTE,22.231,2.93,0.773,0.103,26.914,1.356,1.435,1.233,6.0,5.0,11,0
15045,16:15,2ALTE,0.1,0.398,0.025,0.007,0.097,0.026,0.995,0.01,1.0,1.0,2,1
36496,4:15,4BLTE,9.701,0.505,0.084,0.014,3.359,0.21,1.091,1.011,4.0,2.0,6,0
13200,23:30,8CLTE,6.667,0.697,0.155,0.03,5.871,0.454,1.095,1.005,4.0,2.0,6,1
8759,7:30,7ULTE,0.299,1.393,0.204,0.021,1.833,0.41,1.035,0.01,3.0,2.0,5,1
20983,7:00,4ALTE,0.808,0.505,0.164,0.023,4.31,0.371,1.031,1.011,2.0,2.0,4,0
26839,5:15,2ALTE,0.0,0.404,0.002,0.003,0.004,0.005,1.011,0.01,1.0,1.0,2,0
5017,0:00,10BLTE,1.791,0.498,0.058,0.049,4.905,2.465,1.005,0.995,3.0,2.0,5,1
32297,12:30,10BLTE,13.035,2.021,0.776,0.075,50.433,1.526,1.182,1.041,4.0,3.0,7,0
8829,9:30,1CLTE,25.97,4.446,1.037,0.135,11.62,0.741,1.546,1.283,7.0,7.0,14,0
12880,14:45,6ULTE,2.122,5.356,2.055,0.108,50.84,1.272,1.394,0.01,5.0,3.0,8,0
31908,22:00,4ALTE,6.669,1.112,0.198,0.041,8.622,1.114,1.122,1.041,5.0,4.0,9,0
13702,1:30,6ULTE,0.303,1.112,0.258,0.028,18.994,0.629,1.031,0.01,2.0,2.0,4,0
30882,8:15,7ALTE,0.202,1.112,0.393,0.025,17.496,0.479,1.071,0.01,3.0,2.0,5,0
31529,6:30,4BLTE,4.345,0.505,0.043,0.011,2.982,0.245,1.051,1.011,4.0,2.0,6,0
1735,13:30,7ULTE,0.597,1.095,0.11,0.052,3.35,8.689,1.045,0.01,3.0,2.0,5,1
31188,8:00,4ALTE,6.164,0.909,0.141,0.025,4.563,3.113,1.081,1.031,3.0,3.0,6,0
33126,0:15,2ALTE,0.101,0.404,0.074,0.017,0.833,0.044,1.011,0.01,1.0,1.0,2,0
34409,11:15,2ALTE,0.909,0.505,0.435,0.021,14.45,0.507,1.011,0.01,1.0,2.0,3,0
9921,23:00,6ALTE,2.388,0.498,0.103,0.021,2.631,0.187,1.025,0.01,3.0,2.0,5,1
32375,6:30,7BLTE,0.1,0.597,0.133,0.017,8.637,0.706,1.095,0.01,4.0,2.0,6,1
28430,11:30,3BLTE,21.018,2.526,0.652,0.098,22.745,0.971,1.455,1.202,6.0,5.0,11,0
4700,22:15,6WLTE,7.96,21.393,2.103,0.747,15.936,2.281,1.741,0.01,6.0,4.0,10,1
26692,21:15,2ALTE,0.199,0.398,0.137,0.01,0.758,0.061,0.995,0.01,1.0,1.0,2,1
28348,21:45,7CLTE,0.199,0.597,0.142,0.03,9.849,0.498,1.045,0.01,3.0,2.0,5,1
31549,17:15,10BLTE,4.975,0.995,0.245,0.023,10.028,0.417,1.035,1.005,3.0,2.0,5,1
196,21:45,7BLTE,0.299,2.687,1.436,0.042,33.427,0.804,1.174,0.01,4.0,3.0,7,1
14464,18:45,9ALTE,7.074,1.516,0.468,0.07,18.187,1.136,1.101,1.021,4.0,3.0,7,0
19476,6:45,6BLTE,5.558,0.606,0.072,0.015,6.56,0.286,1.041,0.01,4.0,2.0,6,0
11224,4:30,6CLTE,2.526,0.404,0.092,0.012,10.034,0.426,1.031,0.01,2.0,2.0,4,0
35472,18:30,6BLTE,22.534,2.425,0.534,0.054,27.638,1.24,1.253,0.01,5.0,4.0,9,0
31913,2:00,3BLTE,5.97,0.796,0.162,0.026,16.387,0.353,1.104,0.995,4.0,2.0,6,1
8640,16:00,5ALTE,7.96,0.796,0.129,0.034,13.504,0.34,1.075,1.015,3.0,3.0,6,1
15713,17:15,7BLTE,0.398,1.294,0.308,0.036,10.211,0.924,1.194,0.01,5.0,3.0,8,1
18534,23:00,8CLTE,3.133,0.505,0.053,0.013,4.041,0.172,1.041,1.011,3.0,2.0,5,0
2504,22:45,3BLTE,11.116,1.819,0.304,0.05,4.773,0.364,1.213,1.162,5.0,5.0,10,0
17345,20:00,6VLTE,3.781,4.975,0.653,0.141,19.708,5.507,1.602,0.01,6.0,4.0,10,1
11307,17:00,1CLTE,25.566,4.345,1.049,0.143,34.875,1.327,1.556,1.304,7.0,6.0,13,0
29644,21:00,10CLTE,11.52,1.314,0.331,0.042,18.271,0.618,1.101,1.041,4.0,3.0,7,0
9432,13:15,4BLTE,26.677,3.941,0.923,0.107,33.893,2.232,1.465,1.172,7.0,5.0,12,0
424,15:30,7ALTE,0.303,1.314,0.414,0.033,33.182,0.77,1.192,0.01,5.0,3.0,8,0
6722,12:45,9BLTE,3.234,0.505,0.061,0.011,1.415,0.16,1.031,1.011,2.0,2.0,4,0
30696,20:45,8BLTE,6.866,2.786,0.749,0.048,16.621,0.504,1.184,1.164,4.0,4.0,8,1
6908,14:30,8ALTE,44.477,2.786,0.638,3.016,9.816,18.694,1.403,1.164,6.0,5.0,11,1
26284,22:45,1CLTE,30.315,3.133,0.814,0.123,14.992,0.75,1.526,1.374,7.0,5.0,12,0
34228,9:15,6CLTE,5.558,0.707,0.199,0.024,50.074,1.833,1.071,0.01,4.0,3.0,7,0
5599,13:45,8ALTE,29.203,6.669,1.932,0.142,29.601,2.072,1.576,1.506,8.0,7.0,15,0
16796,1:15,1CLTE,30.746,8.159,2.885,0.182,47.666,1.105,1.841,1.672,8.0,8.0,16,1
6879,7:15,6WLTE,0.606,1.718,0.254,0.036,7.737,0.346,1.132,0.01,4.0,2.0,6,0
27653,18:30,6CLTE,10.105,1.314,0.563,0.547,4.286,0.89,1.091,0.01,4.0,3.0,7,0
7695,23:15,4BLTE,16.269,3.84,1.102,0.082,40.896,1.145,1.344,1.162,6.0,5.0,11,0
32653,22:00,7WLTE,0.808,1.516,0.143,0.022,10.122,0.495,1.172,0.01,5.0,3.0,8,0
10627,6:45,1ALTE,3.436,1.213,0.259,0.031,9.431,0.584,1.061,1.031,4.0,3.0,7,0
16619,9:00,8ALTE,24.252,2.526,0.94,0.112,41.117,1.07,1.425,1.223,7.0,5.0,12,0
2368,2:00,7ALTE,0.1,0.597,0.173,0.017,4.725,0.194,1.025,0.01,3.0,2.0,5,1
35204,8:45,7ULTE,1.92,5.053,0.683,0.073,21.046,1.197,1.304,0.01,5.0,4.0,9,0
11196,8:15,10CLTE,2.526,0.505,0.037,0.013,1.756,0.149,1.031,1.021,2.0,2.0,4,0
25923,1:45,5CLTE,4.244,0.707,0.191,0.019,27.162,0.592,1.041,1.011,2.0,2.0,4,0
2139,23:45,7BLTE,0.404,1.314,0.407,0.099,15.666,0.731,1.314,0.01,5.0,3.0,8,0
33107,15:00,3CLTE,4.179,0.796,0.249,0.038,12.211,0.39,1.075,1.005,4.0,2.0,6,1
8594,16:15,8CLTE,6.77,0.909,0.223,0.036,18.134,0.88,1.091,1.021,4.0,2.0,6,0
2007,6:45,8CLTE,1.011,0.404,0.042,0.01,0.933,0.091,1.011,1.011,2.0,1.0,3,0
400,18:15,6WLTE,1.891,4.876,0.556,0.069,11.037,1.542,1.284,0.01,5.0,4.0,9,1
9922,9:30,3BLTE,16.269,2.122,0.527,0.057,14.936,1.024,1.213,1.101,5.0,4.0,9,0
36695,8:15,7ULTE,1.516,4.648,0.602,0.068,13.962,1.291,1.263,0.01,5.0,3.0,8,0
26540,22:45,7CLTE,0.101,0.404,0.063,0.011,4.374,0.154,1.031,0.01,2.0,2.0,4,0
35440,3:15,7ULTE,0.101,0.808,0.051,0.017,0.676,0.216,1.021,0.01,2.0,1.0,3,0
23752,6:15,5BLTE,5.861,0.707,0.152,0.018,9.256,0.671,1.041,1.021,3.0,2.0,5,0
19427,13:00,2ALTE,0.404,0.404,0.198,0.022,5.742,0.334,1.011,0.01,1.0,1.0,2,0
29465,7:30,3ALTE,11.823,1.718,0.436,0.057,11.883,0.481,1.202,1.071,5.0,4.0,9,0
35000,12:00,5BLTE,27.789,2.93,0.68,0.112,11.96,1.318,1.455,1.263,7.0,5.0,12,0
27951,23:15,6BLTE,19.907,3.941,1.494,0.366,56.317,46.173,1.324,0.01,6.0,4.0,10,0
14360,6:00,1ALTE,2.021,0.404,0.011,0.007,0.556,0.162,1.021,1.011,2.0,2.0,4,0
17052,12:30,3BLTE,24.656,2.223,0.59,0.099,11.842,0.649,1.526,1.293,7.0,7.0,14,0
7592,4:30,6VLTE,3.483,2.488,0.412,0.316,9.702,11.006,1.095,0.01,4.0,3.0,7,1
25265,11:30,8ALTE,23.848,2.627,0.939,0.111,76.91,2.28,1.405,1.162,6.0,5.0,11,0
32404,0:15,5BLTE,11.318,1.617,0.338,0.042,5.958,0.562,1.142,1.091,4.0,4.0,8,0
194,6:45,8CLTE,0.909,0.404,0.009,0.012,0.084,0.345,1.011,1.011,2.0,1.0,3,0
18914,5:30,7WLTE,0.202,0.909,0.209,0.012,10.427,0.215,1.041,0.01,3.0,2.0,5,0
11609,0:45,4BLTE,14.652,2.021,0.909,0.046,64.268,0.617,1.192,1.041,5.0,3.0,8,0
9627,11:15,6VLTE,1.213,2.829,0.467,0.033,15.408,0.443,1.192,0.01,5.0,3.0,8,0
30973,8:00,6VLTE,0.995,1.99,0.278,0.028,9.031,0.443,1.055,0.01,3.0,3.0,6,1
11151,14:00,10CLTE,3.436,0.606,0.079,0.021,3.574,0.39,1.031,1.031,2.0,3.0,5,0
4723,7:30,5CLTE,9.297,1.314,0.39,0.045,28.664,0.866,1.122,1.021,4.0,3.0,7,0
7747,2:15,10ALTE,5.659,1.516,0.813,0.037,29.101,0.65,1.041,1.011,2.0,2.0,4,0
30420,10:30,1CLTE,22.029,3.032,0.945,0.079,13.185,2.148,1.334,1.182,6.0,5.0,11,0
661,3:45,7BLTE,0.202,4.446,2.602,0.044,12.322,0.493,1.112,0.01,3.0,3.0,6,0
14927,18:45,3ALTE,12.438,1.493,0.256,0.046,7.755,0.817,1.144,1.065,4.0,4.0,8,1
34778,2:15,1CLTE,13.532,1.393,0.176,0.029,10.755,0.299,1.104,1.035,5.0,4.0,9,1
14340,2:15,1BLTE,4.345,0.606,0.062,0.007,1.949,0.145,1.051,1.011,3.0,2.0,5,0
17541,21:15,3CLTE,4.776,0.597,0.069,0.015,4.364,0.238,1.045,1.005,3.0,2.0,5,1
19303,15:00,7ALTE,0.505,2.829,0.955,0.049,22.724,0.694,1.233,0.01,5.0,3.0,8,0
11107,12:00,4BLTE,29.001,5.255,1.313,0.112,39.419,1.016,0.0,0.0,,,#¡VALOR!,0
33902,13:00,8CLTE,5.457,1.011,0.2,0.028,17.265,1.878,1.081,1.021,3.0,3.0,6,0
17929,9:00,6ALTE,5.659,1.112,0.448,0.033,46.867,0.558,1.071,0.01,3.0,2.0,5,0
33177,7:15,8BLTE,3.638,2.122,0.756,0.038,30.526,0.868,1.081,1.021,4.0,3.0,7,0
26381,8:15,7WLTE,1.592,3.98,1.082,0.059,20.464,1.141,1.134,0.01,4.0,3.0,7,1
16321,2:30,9BLTE,3.284,0.796,0.342,0.034,11.275,0.516,1.005,0.995,2.0,2.0,4,1
11516,0:30,3BLTE,4.648,1.213,0.522,0.034,46.527,1.567,1.071,1.021,4.0,2.0,6,0
32780,17:45,6WLTE,3.234,7.276,1.625,0.119,20.356,0.751,1.485,0.01,7.0,4.0,11,0
4277,22:45,7VLTE,0.909,2.526,0.283,0.037,6.58,1.111,1.142,0.01,4.0,2.0,6,0
6665,10:15,9BLTE,1.99,0.498,0.199,0.031,9.119,0.671,1.055,1.005,3.0,2.0,5,1
20085,3:30,8ALTE,6.164,0.606,0.052,0.014,7.447,0.343,1.051,1.021,3.0,2.0,5,0
20281,22:30,10BLTE,6.568,0.505,0.04,0.012,2.88,0.2,1.031,1.021,3.0,2.0,5,0
35304,16:15,7BLTE,0.505,1.112,0.255,0.047,12.591,0.788,1.405,0.01,7.0,3.0,10,0
34466,17:30,4BLTE,26.273,5.053,1.317,0.142,20.88,6.918,1.546,1.233,7.0,5.0,12,0
31404,3:15,4ALTE,2.587,0.398,0.012,0.007,0.142,0.083,1.015,0.995,3.0,2.0,5,1
1216,12:15,9ALTE,22.534,2.829,0.741,0.097,15.706,0.675,1.475,1.152,6.0,5.0,11,0
17415,15:30,6VLTE,1.617,3.739,0.301,0.042,7.013,1.702,1.273,0.01,5.0,4.0,9,0
32107,4:15,4ALTE,1.112,0.505,0.092,0.01,1.012,0.111,1.021,1.011,2.0,2.0,4,0
17338,1:45,6CLTE,5.053,1.516,1.471,0.044,39.707,0.935,1.112,0.01,3.0,2.0,5,0
23610,13:30,7BLTE,0.299,1.095,0.342,0.048,17.932,1.762,1.184,0.01,5.0,2.0,7,1
21781,16:45,1CLTE,25.373,4.08,1.106,0.206,19.838,1.522,1.612,1.373,7.0,6.0,13,1
18252,9:30,6ALTE,8.69,0.909,0.248,0.034,7.438,0.37,1.132,0.01,4.0,2.0,6,0
16342,3:30,6ALTE,3.085,5.174,6.046,0.137,50.201,1.149,1.035,0.01,3.0,2.0,5,1
3555,16:45,7WLTE,0.707,1.92,0.217,0.032,7.975,1.096,1.162,0.01,4.0,3.0,7,0
7808,4:30,10BLTE,1.592,0.597,0.282,0.024,10.309,0.42,1.015,0.995,2.0,2.0,4,1
9088,22:45,5CLTE,11.318,1.718,0.438,0.056,29.038,1.477,1.142,1.031,4.0,3.0,7,0
14765,10:15,1BLTE,15.966,2.223,0.798,0.073,33.397,0.733,1.273,1.101,5.0,4.0,9,0
5383,23:30,5BLTE,12.227,1.314,0.256,0.035,5.924,0.367,1.132,1.081,4.0,4.0,8,0
16178,16:30,6CLTE,7.175,0.808,0.299,0.04,24.243,1.642,1.091,0.01,3.0,2.0,5,0
15762,0:30,7CLTE,0.101,0.606,0.249,0.031,21.364,0.836,1.041,0.01,3.0,2.0,5,0
468,17:15,7CLTE,0.505,0.909,0.224,0.056,14.656,1.02,1.263,0.01,6.0,3.0,9,0
21511,11:15,6WLTE,2.526,4.446,0.6,0.056,19.135,0.526,1.374,0.01,6.0,4.0,10,0
11753,1:00,6CLTE,6.265,0.909,0.376,0.024,27.55,0.904,1.071,0.01,3.0,3.0,6,0
22732,18:15,5CLTE,11.542,1.493,0.206,0.031,9.262,0.553,1.134,1.035,4.0,3.0,7,1
24389,0:30,7ULTE,0.606,1.112,0.096,0.034,6.634,0.304,0.98,0.01,3.0,2.0,5,0
34027,9:30,5BLTE,30.416,2.627,0.938,0.139,22.742,1.52,1.516,1.233,7.0,5.0,12,0
10614,3:45,8CLTE,0.202,0.404,0.024,0.011,0.364,0.095,1.011,1.011,2.0,1.0,3,0
36630,10:15,6CLTE,8.993,0.909,0.147,0.025,9.921,0.491,1.091,0.01,3.0,4.0,7,0
18841,11:15,4BLTE,25.263,5.457,1.432,0.131,44.088,2.529,1.465,1.243,6.0,5.0,11,0
26607,20:30,9BLTE,2.526,0.808,0.493,0.037,24.773,0.756,1.031,1.021,3.0,3.0,6,0
12392,11:30,1BLTE,17.886,3.133,0.907,0.092,26.615,1.145,1.314,1.132,6.0,4.0,10,0
4642,7:15,10BLTE,1.314,0.606,0.634,0.014,64.647,0.38,1.061,1.021,3.0,2.0,5,0
23006,5:15,8CLTE,0.202,0.404,0.012,0.012,0.103,0.068,1.011,1.011,1.0,1.0,2,0
4847,16:15,6BLTE,25.373,9.154,4.575,0.556,75.518,42.95,1.274,0.01,5.0,4.0,9,1
25095,5:30,6ALTE,0.808,0.404,0.02,0.009,0.223,0.093,1.031,0.01,2.0,2.0,4,0
24084,5:00,4BLTE,6.866,3.284,1.285,0.04,41.865,0.493,1.085,1.005,4.0,3.0,7,1
32976,3:45,10CLTE,0.697,0.398,0.023,0.011,0.267,0.114,0.995,0.995,2.0,1.0,3,1
10138,22:30,8CLTE,3.133,0.606,0.088,0.021,4.69,0.304,1.051,1.021,3.0,2.0,5,0
34699,12:45,1ALTE,16.02,1.493,0.306,0.059,10.137,1.563,1.284,1.164,6.0,5.0,11,1
31442,1:15,1BLTE,9.6,1.213,0.449,0.052,13.123,0.838,1.172,1.031,4.0,3.0,7,0
11757,5:30,6ULTE,0.202,2.223,5.101,0.046,70.995,0.514,1.0,0.01,3.0,2.0,5,0
17,21:00,5CLTE,10.206,1.415,0.301,0.038,20.255,0.711,1.132,1.021,4.0,3.0,7,0
18131,1:15,7ULTE,0.404,1.516,0.254,0.037,13.472,0.948,1.071,0.01,3.0,2.0,5,0
17735,14:00,5BLTE,33.043,10.206,2.337,0.153,33.233,2.104,1.718,1.506,7.0,7.0,14,0
30981,11:15,9BLTE,2.829,1.213,0.33,0.015,20.252,0.425,1.031,1.031,2.0,2.0,4,0
10680,3:00,4CLTE,5.558,0.505,0.093,0.014,3.069,0.364,1.051,1.021,3.0,2.0,5,0
19327,22:45,3CLTE,5.76,0.808,0.156,0.097,7.97,0.428,1.112,1.041,3.0,2.0,5,0
19564,20:00,1BLTE,17.413,4.478,1.762,0.124,37.958,3.003,1.443,1.144,7.0,5.0,12,1
10628,8:15,7VLTE,0.398,1.095,0.137,0.017,5.974,0.43,1.025,0.01,3.0,2.0,5,1
27616,16:45,7ULTE,2.021,3.032,0.45,0.145,15.536,15.023,1.334,0.01,6.0,4.0,10,0
29825,22:45,1ALTE,13.333,1.99,0.434,0.057,13.129,0.807,1.224,1.065,5.0,3.0,8,1
6644,16:15,1ALTE,31.831,6.063,1.59,0.173,34.126,3.559,2.021,1.384,9.0,8.0,17,0
24752,9:30,4CLTE,13.945,2.021,0.519,0.074,10.47,3.911,1.192,1.172,5.0,5.0,10,0
22930,1:15,8BLTE,1.516,0.505,0.096,0.019,4.372,0.781,1.031,1.011,2.0,2.0,4,0
32072,14:45,8BLTE,19.806,1.819,0.479,0.084,39.973,2.084,1.293,1.081,6.0,4.0,10,0
29334,13:00,1ALTE,25.364,4.143,1.226,0.123,19.933,1.09,1.465,1.152,6.0,4.0,10,0
23156,3:15,3CLTE,0.404,0.404,0.019,0.007,0.793,0.049,1.011,1.011,2.0,1.0,3,0
4089,3:30,5CLTE,3.436,1.617,0.398,0.018,5.745,0.268,1.041,1.011,3.0,2.0,5,0
15169,2:45,7VLTE,0.202,1.415,0.446,0.028,10.476,0.573,1.031,0.01,2.0,1.0,3,0
22450,13:30,3ALTE,26.98,3.537,0.848,0.218,29.527,6.088,1.556,1.223,8.0,6.0,14,0
7122,8:15,1ALTE,11.823,1.92,0.666,0.098,25.139,3.932,1.233,1.061,5.0,4.0,9,0
26452,12:00,10ALTE,16.168,2.021,0.639,0.076,14.541,2.068,1.283,1.152,6.0,4.0,10,0
3809,11:00,7VLTE,0.697,1.692,0.195,0.022,16.3,0.34,1.104,0.01,4.0,3.0,7,1
25845,20:30,8ALTE,24.05,5.053,1.287,0.114,18.115,1.144,1.475,1.455,6.0,6.0,12,0
12757,16:30,6ALTE,13.137,1.617,0.37,0.055,18.52,0.664,1.283,0.01,5.0,3.0,8,0
19074,4:15,3ALTE,7.68,1.314,0.719,0.038,23.082,0.903,1.091,1.031,3.0,2.0,5,0
20229,11:45,1ALTE,26.475,4.143,1.254,0.158,45.252,20.148,1.597,1.213,7.0,6.0,13,0
19061,0:30,5BLTE,11.722,1.011,0.25,0.028,36.905,0.301,1.132,1.041,4.0,3.0,7,0
20979,1:30,7ULTE,0.707,5.255,0.872,0.053,15.036,1.252,1.091,0.01,3.0,2.0,5,0
15742,21:15,9BLTE,3.234,0.606,0.126,0.022,4.937,0.47,1.031,1.011,3.0,2.0,5,0
29882,16:15,4CLTE,23.582,1.891,0.328,0.103,16.46,1.048,1.244,1.194,6.0,5.0,11,1
26654,4:30,2ALTE,0.0,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
17973,12:00,8ALTE,27.385,2.021,0.458,0.095,6.422,0.821,1.425,1.192,8.0,5.0,13,0
361,12:30,7VLTE,3.739,15.056,1.893,0.093,26.938,3.925,1.354,0.01,6.0,5.0,11,0
5255,1:45,6BLTE,17.785,1.819,0.431,0.063,23.46,0.99,1.233,0.01,5.0,4.0,9,0
29415,13:00,8ALTE,21.625,2.526,0.918,0.118,27.432,1.38,1.425,1.152,6.0,5.0,11,0
22578,10:00,2ALTE,0.202,0.505,0.022,0.009,0.16,0.042,1.011,0.01,1.0,1.0,2,0
8236,20:30,5ALTE,5.558,0.909,0.234,0.331,6.753,13.379,1.051,1.021,3.0,2.0,5,0
36307,17:45,9BLTE,9.196,1.516,0.275,0.041,6.761,0.631,1.101,1.021,4.0,3.0,7,0
14595,14:45,6ALTE,13.642,2.425,1.154,0.077,48.221,1.064,1.233,0.01,6.0,3.0,9,0
26820,19:45,6VLTE,2.786,3.184,0.313,0.071,17.711,4.55,1.294,0.01,6.0,5.0,11,1
7884,9:15,7CLTE,0.404,0.808,0.167,0.03,8.912,0.404,1.182,0.01,5.0,3.0,8,0
21351,22:00,5BLTE,15.124,4.577,1.667,0.068,32.724,0.599,1.194,1.095,5.0,4.0,9,1
8157,11:00,7ALTE,0.1,0.597,0.1,0.016,3.168,0.399,1.035,0.01,2.0,2.0,4,1
26040,12:30,8BLTE,19.098,3.84,0.791,0.097,31.749,1.179,1.415,1.253,6.0,5.0,11,0
8058,8:15,4ALTE,0.796,0.398,0.041,0.016,1.989,0.183,1.005,0.995,2.0,2.0,4,1
8258,5:30,1ALTE,2.829,0.404,0.014,0.007,0.439,0.182,1.021,1.011,2.0,2.0,4,0
33266,3:15,4CLTE,9.851,2.786,1.29,0.067,56.911,0.729,1.134,1.045,4.0,4.0,8,1
2458,11:30,5BLTE,31.831,4.749,1.139,0.184,27.242,4.259,1.839,1.617,8.0,7.0,15,0
16699,1:45,7WLTE,0.707,2.122,0.642,0.041,17.486,0.766,1.112,0.01,4.0,2.0,6,0
4936,16:45,3CLTE,10.61,2.324,0.984,0.066,41.598,1.145,1.213,1.081,5.0,4.0,9,0
3700,6:15,2ALTE,0.0,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
25339,22:30,7BLTE,0.404,1.516,0.501,0.056,21.075,0.648,1.304,0.01,5.0,3.0,8,0
22282,11:15,8BLTE,9.851,1.294,0.402,0.064,5.882,2.039,1.184,1.025,5.0,3.0,8,1
863,19:45,1BLTE,16.774,2.324,0.647,0.083,17.643,2.898,1.334,1.122,6.0,4.0,10,0
28092,17:00,1BLTE,21.625,3.941,1.731,0.109,25.488,0.855,1.394,1.122,6.0,4.0,10,0
16611,2:30,10CLTE,5.97,0.697,0.168,0.018,3.587,0.211,1.035,1.005,3.0,2.0,5,1
28196,1:45,7ALTE,0.199,0.796,0.343,0.018,24.411,0.469,1.025,0.01,3.0,2.0,5,1
9094,17:45,6ALTE,9.095,1.213,0.319,0.056,9.156,1.491,1.162,0.01,4.0,3.0,7,0
18817,6:30,8CLTE,0.606,0.404,0.103,0.016,2.848,0.126,1.011,1.011,2.0,2.0,4,0
31113,7:30,5ALTE,2.324,0.606,0.222,0.027,10.545,0.882,1.041,1.011,2.0,2.0,4,0
10155,4:30,1BLTE,4.677,0.597,0.122,0.025,5.737,1.276,1.035,1.005,3.0,2.0,5,1
6213,2:30,7WLTE,0.1,0.995,0.467,0.022,11.739,0.418,0.995,0.01,2.0,1.0,3,1
27554,17:45,8BLTE,19.503,3.032,1.16,0.128,35.462,2.713,1.435,1.081,6.0,4.0,10,0
10202,7:00,5BLTE,6.063,0.909,0.289,0.012,35.949,0.619,1.041,1.021,3.0,2.0,5,0
6207,0:15,7ALTE,0.1,0.498,0.058,0.019,4.087,0.201,1.065,0.01,3.0,2.0,5,1
20517,21:30,1CLTE,35.064,9.297,3.703,0.262,28.787,1.004,2.627,1.708,11.0,8.0,19,0
19565,3:00,10CLTE,3.335,0.606,0.226,0.029,5.363,0.647,1.061,1.021,3.0,2.0,5,0
